Crop_Year,Decade,log_Area,log_Production,Annual_Rainfall,log_Fertilizer,log_Pesticide,Fertilizer_Per_Ha,Pesticide_Per_Ha,log_Fertilizer_Per_Ha,log_Pesticide_Per_Ha,Production_Per_Rainfall,Crop_enc,Season_enc,State_enc,Rainfall_Category_enc
2004,2000,12.436791432162119,11.696088334428081,1052.0,17.122061929212776,10.876158617846391,108.33999999956991,0.20999999999916633,4.694462293462919,0.19062035960796075,114.16349799033887,42,2,15,2
2019,2010,7.046647277848756,6.946975992135418,2433.3,12.191879801933098,6.053875807229379,171.75999985038328,0.3699999996777003,5.151903347226463,0.3148107396047783,0.4269921504019265,53,1,1,3
2001,2000,8.91972065553706,8.624072553043334,1247.0,13.54583474213063,7.573027538776029,102.12999998634078,0.25999999996522666,4.635990328195531,0.23111172093578872,4.461106652396866,45,1,3,2
2014,2010,10.839286750798326,10.442171504430515,616.4,15.856282167982851,9.730663947059425,150.95999999703906,0.3299999999935274,5.02361732829994,0.28517894222879575,55.60350412783338,27,3,27,1
2011,2010,13.6316454104469,14.038904477933636,1374.7,18.75274696260209,12.5229852260496,167.51999995172446,0.3299999999996034,5.1270544368243485,0.28517894223336415,909.516257431064,41,5,11,2
2001,2000,9.06773940337716,8.368925174747135,1672.5,13.693871710711395,7.720993939799903,102.12999998822029,0.2599999999700115,4.635990328213755,0.2311117209395862,2.5769805664711622,8,1,20,0
2019,2010,8.987696695703624,9.086929027060949,1378.9,14.133670631424165,7.993657131207728,171.75999997853805,0.3699999999537673,5.15190334796827,0.31481073980628704,6.409456808753747,46,1,28,2
2001,2000,9.305741456739435,8.922791623969637,1532.0,13.931897953501235,7.95892649305011,102.12999999071545,0.25999999997636364,4.63599032823795,0.23111172094462762,4.895561354506813,45,1,19,0
2000,2000,11.9126474461846,11.484227592022684,1066.0,16.499341479103215,10.565592881680546,98.16999999934175,0.2599999999982567,4.596835549191396,0.23111172096200303,91.15384606833597,1,1,20,2
2000,2000,12.564100174313463,13.38318953651709,379.7,17.150797384347005,11.217036474371115,98.16999999965687,0.25999999999909124,4.596835549194574,0.2311117209626654,1709.244135609049,54,2,7,4
2014,2010,8.834628222017367,8.11162807830774,616.4,13.851498474333386,7.726261171606497,150.95999997801658,0.32999999995194407,5.023617328174759,0.2851789421975301,5.4055807829241065,10,2,27,1
2017,2010,4.61512051684126,0.0,1124.5,9.664278133535126,3.6635616461296463,157.4399984256,0.3799999962,5.065375962816831,0.32208349641549017,0.0,21,1,4,2
2011,2010,13.303367399964447,11.998063981800234,852.6,18.424468488382715,12.19470816373674,167.52000003309777,0.3299999999994493,5.127054437307218,0.2851789422332483,190.52193268763554,53,1,14,1
2009,2000,7.002155954403621,8.947025655972697,751.7,12.049952961819773,5.2346318148619035,155.8199998580874,0.16999999984517303,5.055098649897837,0.157003748677334,10.222163083381451,38,1,10,1
2015,2010,8.758883680017025,8.630700432209832,2155.3,13.820752853092506,7.650539883732972,157.90999997519478,0.32999999994816215,5.068338004068449,0.28517894219468654,2.5982461826204024,1,1,2,3
2015,2010,5.10594547390058,4.7535901911063645,940.7,10.161930291710721,4.009512626705403,157.90999903713416,0.3299999979878049,5.068337998165355,0.28517894072073374,0.12224938862310046,54,2,0,1
2013,2010,5.707110264748875,5.303304908059076,1350.9,10.677015845042886,4.406719247264253,144.48999951836666,0.2699999991,4.980107352416875,0.23901689976183849,0.14804944840621106,8,1,19,2
2009,2000,8.006700845440367,7.65491704784832,1225.9,13.055071201771138,6.236369590203704,155.81999994806,0.16999999994333334,5.055098650471568,0.15700374876123172,1.7211844345206095,1,1,19,2
2010,2010,6.416732282512326,7.908387159290043,2574.1,11.527757031501913,4.994776878161797,166.10999972813423,0.23999999960720128,5.118652276588424,0.21511137930017232,1.0562915189556383,52,4,1,3
2015,2010,5.780743515792329,5.849324779946859,2949.1,10.839697179456909,4.678327706605818,157.90999951111456,0.3299999989783282,5.068338001148052,0.2851789414654881,0.11732392929459025,54,2,23,3
2013,2010,11.638456187417438,12.178429058093345,1348.7,16.611657729142205,10.329146714591039,144.48999999872555,0.26999999999761853,4.980107355718538,0.23901690046862473,144.24705261047893,16,2,25,2
2007,2000,11.118533819143178,10.436612683796886,1067.2,16.01187122890747,9.286030235137458,133.399999998021,0.15999999999762643,4.900820428074325,0.14842000511622708,31.937781079518565,13,4,24,2
2019,2010,8.708804795117285,9.287116210778231,1422.3,13.85473877108943,7.714833641882719,171.75999997163336,0.36999999993889343,5.151903347928304,0.31481073979543023,7.591225474519281,39,3,12,2
1999,1990,12.965049700571935,11.937892501574447,650.4,17.6297121396729,11.65572270919593,106.12999999975158,0.26999999999936797,4.6740430502721475,0.23901690047000224,235.16758881431798,25,1,0,1
2015,2010,12.161718378206524,12.455780227969935,2155.3,17.223738435008105,11.053066365541603,157.90999999917463,0.3299999999982752,5.068338004219351,0.2851789422323655,119.11520432463452,41,0,2,3
2002,2000,5.75890177387728,5.746203190540153,1105.8,10.306172800410632,4.382026634673881,94.6699997004114,0.24999999920886076,4.560904766558597,0.22314355068129837,0.28214867039053293,8,1,3,2
2001,2000,15.15316940545572,15.439585228519377,1550.0,19.779415657258937,13.806096504488684,102.13000001047159,0.2599999999999318,4.635990328429515,0.2311117209633325,3273.3683849849235,41,1,4,0
2011,2010,7.438971592395862,7.972810784121404,705.2,12.559489788593595,6.331501849893691,167.51999990145882,0.32999999980588235,5.127054436526071,0.2851789420877093,4.112308559114707,17,1,22,1
2015,2010,11.075505185620512,10.62083942179289,596.7,16.13751504698764,9.966874004046263,157.9099999975544,0.3299999999948892,5.0683380042091555,0.2851789422298197,68.67605150213498,27,3,27,1
2019,2010,9.966509298952284,9.87822102528824,653.2,15.112560778604967,8.97233695775495,171.75999999193616,0.3699999999826291,5.151903348045824,0.3148107398273541,29.8530311851607,27,2,22,1
2018,2010,8.255568653283746,7.995643604287271,1016.3,13.344140555655883,7.206228912512117,162.19999995784823,0.3499999999090437,5.094976442271724,0.300104592382963,2.9194135561158974,34,1,10,2
2017,2010,9.543521484499182,10.710989677333476,1475.8,14.602494706411843,8.57605437693951,157.43999998871638,0.37999999997276573,5.0653759726824985,0.32208349914937834,30.38690877463958,41,3,28,2
2005,2000,6.432940092739179,6.3818160174060985,2075.4,11.218169363806094,4.878322206655547,119.91999980689212,0.20999999966183575,4.7951291683142685,0.19062035932917512,0.28428254780558804,37,2,18,3
2017,2010,9.470317173335742,7.630946580890459,1129.5,14.529284986511595,8.502858945233084,157.43999998785932,0.3799999999706971,5.0653759726770895,0.32208349914787937,1.8238158461055192,29,1,15,2
2017,2010,12.558720491584191,13.264130265054527,1165.7,17.617761433079174,11.59114219887558,157.43999999944674,0.37999999999866463,5.065375972750224,0.32208349916814566,494.25495368083125,24,1,11,2
2003,2000,7.074116816197362,6.421622267806518,1353.9,11.668196088854527,5.649678215663,98.97999991611863,0.23999999979661013,4.604970165146443,0.21511137945292141,0.45350468981940706,34,1,3,2
2011,2010,8.345217926676428,7.094234845924755,1178.986364,13.466084534147074,7.237037443158014,167.51999996019958,0.32999999992159657,5.12705443687464,0.28517894217471246,1.0212162207660473,40,2,12,2
2018,2010,6.311734809152915,6.698268054115413,1372.7,11.398759629350664,5.2652775124698366,162.1999997050909,0.34999999936363635,5.094976440722966,0.30010459197895756,0.5900779481386479,12,1,19,2
2018,2010,7.550135342488429,7.824445930877619,585.5,12.638442551687481,6.501289670540389,162.19999991463158,0.34999999981578944,5.0949764420069155,0.3001045923138858,4.269854817643288,16,2,22,1
2010,2010,4.418840607796598,3.6888794541139363,3119.7,9.51944288001337,3.0291670496402285,166.10999797426834,0.23999999707317077,5.118652266093146,0.21511137725659935,0.012501202034650384,23,2,17,3
2007,2000,8.622273667866745,9.370757093382087,1067.2,13.515447084668532,6.790637022311231,133.39999997597693,0.15999999997118675,4.900820427910306,0.14842000509343425,10.999812583395975,0,4,24,2
2018,2010,9.595058406939557,9.997342128007752,2012.6,14.68382090171186,8.545362679493081,162.19999998895923,0.3499999999761759,5.094976442462355,0.30010459243269066,10.914737150494515,51,4,29,3
2019,2010,3.9889840465642745,3.7612001156935624,1317.0,9.11649991160494,3.0257763949023677,171.75999675924535,0.36999999301886805,5.15190332933379,0.3148107347443168,0.0318906605680405,32,2,21,2
2018,2010,11.203801822889718,10.832655022223962,986.2,16.29261842615613,10.154004996642836,162.19999999779043,0.3499999999952321,5.094976442516468,0.3001045924468063,51.35570872910595,19,2,24,1
2018,2010,11.376704745058937,10.625853671765293,1387.4,16.46552349797693,10.326903901980026,162.1999999981413,0.34999999999598924,5.094976442518617,0.30010459244736715,29.68502232255656,34,1,15,2
2012,2010,10.768211268353848,11.130097199267592,2760.7,15.784144804958503,9.597075157663744,150.7999999968243,0.3099999999934718,5.02256386494061,0.2700271372080768,24.70098162614519,24,1,1,3
2008,2000,9.340929941679784,9.95977336354672,1560.1,14.303967105038417,6.933871268334909,143.039999987446,0.0899999999921011,4.970091038693519,0.08617769623380564,13.561310163732253,0,4,29,0
2018,2010,9.860632242229698,10.621839409681249,1196.9,14.94941051498211,8.810907036099737,162.19999999153444,0.34999999998173276,5.094976442478134,0.3001045924368068,34.271868966269636,24,1,16,2
2017,2010,3.6109179126442243,3.6375861597263857,1182.2,8.642739790253403,2.6864860231863696,157.4399956266668,0.37999998944444474,5.065375945151259,0.3220834915201602,0.03129758075511962,17,1,9,2
2010,2010,10.715794598265331,11.077748292876539,2574.1,15.828422759474064,9.288748513705151,166.10999999631366,0.23999999999467386,5.118652278193232,0.21511137961265023,25.140437424676417,24,1,1,3
2013,2010,9.446360661104071,9.616804980417431,1939.9,14.419492529156551,8.137240847287208,144.48999998858778,0.26999999997867463,4.980107355648857,0.23901690045370827,7.739574200866243,37,2,29,0
2004,2000,13.330804170952728,13.820839334780262,1034.0,18.016076992470047,11.770162530867395,108.33999999982409,0.20999999999965901,4.694462293465245,0.1906203596083679,972.2843317482742,17,1,24,2
2000,2000,11.687668376240632,11.999921403716733,1213.3,16.27436073471442,10.34061862636996,98.1699999991757,0.25999999999781687,4.596835549189722,0.23111172096165397,134.13088260600767,0,4,12,2
2001,2000,9.3425083355536,8.393442383980062,928.4,13.968668081918322,7.9956840347367955,102.12999999105065,0.25999999997721696,4.6359903282412,0.23111172094530485,4.757647560579871,19,1,0,1
2011,2010,7.373374309910049,6.7661917146603505,4083.104545,12.493852863165559,6.26598538928194,167.51999989477386,0.32999999979271355,5.127054436486403,0.285178942077808,0.2123384278390211,44,1,17,3
2007,2000,7.703007682479236,7.665284718471351,4702.0,12.595911632585329,5.872793617390303,133.39999993974706,0.15999999992773262,4.900820427640738,0.1484200050559738,0.45342407476532876,32,2,17,3
2017,2010,11.424476691785115,10.975670304367258,815.7,16.483510269637403,10.456910490010287,157.43999999828,0.37999999999584855,5.06537597274286,0.322083499166105,71.636631026558,27,1,25,1
2002,2000,12.098493002763465,10.92775337907558,458.4,16.648884653805112,10.712215345197256,94.66999999947288,0.249999999998608,4.560904769684567,0.22314355131309616,121.50959833876615,18,4,7,4
2015,2010,7.696667081526462,7.013915474810528,2334.4,12.758240768330438,6.588926477533519,157.90999992822273,0.32999999985,5.06833800377286,0.2851789421208804,0.47592529109153303,27,1,26,3
2017,2010,9.301642530382969,10.04316253460861,1830.0,14.360596265125768,8.33420741407665,157.43999998562848,0.3799999999653126,5.065375972663009,0.32208349914397755,12.566666659799635,17,2,29,0
2015,2010,8.807771066980044,7.8551570058813445,940.7,13.869647687317238,7.699412061188149,157.90999997637846,0.3299999999506358,5.068338004075898,0.28517894219654644,2.7405123814813304,29,2,0,1
1999,1990,9.276315360899716,8.60666819784384,2201.8,13.940887381028237,7.967235117268359,106.12999999006367,0.26999999997472146,4.674043050181717,0.23901690045059554,2.4829684792065727,45,1,2,3
1999,1990,12.01570480403614,12.23743079884198,1484.3,16.680363570310632,10.706387837196052,106.12999999935806,0.2699999999983669,4.674043050268475,0.23901690046921398,139.03523537085815,24,1,20,2
2006,2000,4.477336814478207,5.480638923341991,2454.7,9.315760185875833,3.0027078872904163,127.709998532069,0.21999999747126442,4.857561800256337,0.1988508566724311,0.09736423998966709,47,4,17,3
2015,2010,9.048291920021784,11.294022907913273,2155.3,14.11020031662723,7.939868013833271,157.9099999814289,0.3299999999611901,5.068338004107679,0.285178942204482,37.27508929741795,31,4,2,3
2013,2010,7.611347717403621,6.352629396319567,995.2,12.584066517580139,6.30335130825658,144.4899999284703,0.2699999998663366,4.98010735523565,0.23901690036525314,0.5757636650163146,43,1,27,1
2015,2010,6.90875477931522,6.90875477931522,1000.7,11.969786862161808,5.802118375377063,157.90999984209,0.32999999967,5.068338003230838,0.28517894198554206,0.9993004886586384,48,2,14,2
2008,2000,4.844187086458591,4.584967478670572,1390.1,9.799461701372822,2.5128460184772416,143.0399988647619,0.0899999992857143,4.970091030899266,0.08617769558574434,0.06977915252875394,23,2,10,2
2005,2000,11.141861783579396,9.969134833771983,1364.1,15.928672265370354,9.581268554187416,119.91999999826201,0.2099999999969565,4.795129169896884,0.19062035960613444,15.655743702326996,34,1,24,2
2001,2000,5.733341276897746,4.663439094112067,918.1,10.35637808445529,4.395436321583799,102.1299996684091,0.25999999915584415,4.635990325112707,0.23111172029342167,0.11436662660454566,10,4,9,1
2012,2010,5.4680601411351315,4.969813299576001,1049.5,10.479814358932394,4.306224921257599,150.79999936101697,0.3099999986864407,5.022563860752155,0.2700271362103432,0.13625535956526405,42,2,14,2
2011,2010,8.14902386805177,7.286191714702382,861.9,13.269839281827345,7.040947864217918,167.51999995156984,0.3299999999045967,5.127054436823431,0.28517894216193057,1.6927717813055208,34,1,0,1
2012,2010,11.575402487679312,11.107315346348548,956.2,16.59134761115987,10.404240415954765,150.79999999858333,0.30999999999708777,5.022563864952197,0.2700271372108371,69.7092657710633,51,4,12,1
2018,2010,8.716044050161402,8.42463920980563,1222.7,13.804711254836105,7.666526328976047,162.19999997340548,0.34999999994261355,5.09497644236705,0.3001045924078296,3.7269976251517147,46,1,11,2
2016,2010,7.344719054149673,5.351858133476067,912.4,12.376147643406012,6.2960959152684595,153.2499999009373,0.3499999997737557,5.038574662143276,0.30010459228274966,0.23016220930495154,33,1,24,1
2018,2010,11.605331431627164,10.84322133613675,1387.4,16.694152512128557,10.55552623920546,162.19999999852115,0.3499999999968089,5.094976442520945,0.3001045924479743,36.892749000365605,32,2,15,2
1997,1990,5.303304908059076,5.993961427306569,1303.7,9.854034668816597,4.143134726391533,95.16999952415,0.30999999845000004,4.566117453776382,0.2700271360298541,0.3068190532278752,11,1,3,2
1998,1990,6.18826412308259,7.842278779117352,2640.7,10.779327054481675,4.955404433096837,98.79999979670782,0.2899999994032922,4.603168181280423,0.25464221791101654,0.9637596088295681,50,1,18,3
2015,2010,11.08504602202489,12.115896265197387,747.9,16.14705602951993,9.97641454188982,157.90999999757761,0.32999999999493773,5.068338004209301,0.2851789422298562,244.3548599487166,13,1,25,1
2019,2010,10.585118677134826,10.047328122511802,1137.8,15.731191688061559,9.590909463475448,171.75999999565616,0.36999999999064265,5.151903348067356,0.31481073983320335,20.296185603536486,23,2,11,2
2007,2000,9.686698766859926,9.2237500588861,2154.1,14.579989259903142,7.854443296423878,133.3999999917148,0.15999999999006273,4.900820428027403,0.14842000510970665,4.704516965459117,13,4,2,3
2006,2000,15.033090661641928,15.49036179628267,1716.9,19.882852436521922,13.518963978272774,127.7099999999622,0.21999999999993491,4.857561811660993,0.19885085874511185,3109.0919662711326,41,5,20,0
2018,2010,9.863758710307131,11.325112859926989,678.5,14.952537144977038,8.814033201652784,162.19999999156087,0.3499999999817898,5.094976442478297,0.30010459243684906,122.14590991577612,54,2,5,1
2003,2000,12.829966206325576,12.881264591313078,826.0,17.424881363644648,11.402858335004288,98.9799999997348,0.23999999999935695,4.604970165982772,0.2151113796164269,475.6428565670183,20,2,0,1
2014,2010,6.175867270105761,6.541029999189903,3046.4,11.190814805432275,5.071416766356115,150.9599996855,0.3299999993125,5.023617326249801,0.2851789417167451,0.2271533612699733,17,4,13,3
2005,2000,8.987321812850125,8.476579508530941,1568.6,13.774022716817347,7.427144133408616,119.91999998501,0.20999999997375,4.795129169787291,0.1906203595869555,3.060053548986323,23,2,19,0
2008,2000,8.657998068007258,7.283448228756631,1539.0,13.620949847359155,6.251807539411298,143.03999997514507,0.08999999998436142,4.9700910386081185,0.08617769622670501,0.9454191026995327,44,3,20,0
2009,2000,12.7671844567217,12.506510515770632,711.0,17.81588311705746,10.995241543419361,155.81999999955545,0.169999999999515,5.055098650799941,0.15700374880925022,379.8720107174796,48,4,0,1
2018,2010,13.469405272150743,13.855456969273401,1102.2,18.5582340089945,12.419585772815571,162.19999999977074,0.34999999999950526,5.094976442528602,0.3001045924499716,944.2514961492908,40,2,14,2
2005,2000,9.906682443432647,8.376781037699493,1503.4,14.693457871109835,8.346222172846225,119.91999999402283,0.20999999998953295,4.795129169861826,0.19062035959999926,2.8894505767663623,27,0,20,0
2018,2010,11.853752491429283,11.686651855593762,1419.1,16.942575565112474,10.803943574507487,162.19999999884644,0.3499999999975108,5.094976442522938,0.30010459244849425,83.8362341738875,17,3,12,2
2018,2010,8.366137716496281,9.685518092495647,1693.9,13.454736653323902,7.316747492866458,162.1999999622615,0.34999999991856673,5.094976442298766,0.30010459239001713,9.494066940495856,41,1,21,0
2003,2000,13.224748470880616,13.441820241580254,1353.9,17.819664493278704,11.797637832209292,98.9799999998213,0.2399999999995667,4.604970165983637,0.21511137961659607,508.3012035539543,41,0,3,2
2016,2010,8.695171998776056,9.75620490038669,747.1,13.727076260011696,7.645660696883856,153.24999997434287,0.349999999941403,5.038574662619163,0.30010459240693294,23.102663601790034,41,1,5,1
2016,2010,14.04871690905431,14.910443753728991,1147.2,19.080786697306554,12.998896255393362,153.25000003947818,0.34999999999972276,5.038574663041434,0.3001045924501327,2605.458505399705,24,1,12,2
2010,2010,10.33315734934111,11.554796509045534,1317.7,15.445775227996007,8.90614401968258,166.10999999459526,0.23999999999219104,5.118652278182949,0.21511137961064797,79.13409723067913,24,3,12,2
2013,2010,9.40153907670774,10.043814552627406,1069.9,14.37466734914823,8.092429049187562,144.4899999880646,0.26999999997769697,4.980107355645261,0.23901690045293847,21.50855218103696,51,4,3,2
2011,2010,8.343791731996841,10.000931817196982,4083.104545,13.464658002406251,7.235611936429845,167.51999996014277,0.32999999992148465,5.127054436874302,0.2851789421746283,5.399322929802836,50,1,17,3
1999,1990,13.732130035981154,13.291601383266912,1166.5,18.3967937170407,12.422799654798252,106.12999999988465,0.26999999999970653,4.67404305027339,0.23901690047026883,507.67252421116797,16,2,15,2
2007,2000,9.673130546703616,8.081165777725433,1633.8,14.566420197669842,7.8408795288242,133.39999999160162,0.15999999998992698,4.900820428026561,0.14842000510958964,1.9782103060483471,40,5,20,0
2000,2000,8.295049140435111,9.48311183169221,6258.8,12.881502573388078,6.948686067584101,98.1699999754759,0.2599999999350487,4.59683554895074,0.231111720911838,2.0986451073530636,41,2,17,3
2010,2010,7.824445930877619,7.664346632098617,1771.8,12.93669863839924,6.398594934535208,166.109999933556,0.239999999904,5.118652277817685,0.21511137953952617,1.2021672868257325,1,1,19,0
2012,2010,5.429345628954441,5.739792912179234,1098.3,10.440933685402735,4.267877612982976,150.79999933568283,0.3099999986343613,5.022563860585263,0.2700271361705879,0.28225439289606263,53,2,21,2
2012,2010,11.173248097400068,11.33616441983692,924.1,16.189188601069006,10.002096376735064,150.799999997882,0.30999999999564604,5.022563864947577,0.27002713720973653,90.67958003389289,22,2,3,1
2019,2010,11.644576340530374,12.88638531498488,1422.3,16.790665778631983,10.650338993767278,171.75999999849427,0.3699999999967564,5.151903348083785,0.31481073983766594,277.6474722086427,24,2,12,2
2013,2010,14.181741992835176,15.343303179273683,1006.5,19.15495160520072,12.872410547441852,144.48999998603296,0.2699999999998128,4.980107355631297,0.23901690047035248,4578.234471357939,54,2,7,2
1999,1990,8.85978949474541,8.444407421690585,6200.3,13.524313595517723,7.550839986330654,106.12999998492899,0.2699999999616586,4.674043050133787,0.23901690044030982,0.749641146275238,40,2,17,3
2013,2010,7.15305163493748,8.129764445794171,1418.3,12.125484576674257,5.845831654381072,144.489999886852,0.2699999997885669,4.9801073549495944,0.23901690030401718,2.392300639926461,14,4,4,2
2004,2000,12.360179038662505,11.692702119579225,1122.8,17.04544922253891,10.799547413430865,108.33999999953566,0.20999999999909996,4.694462293462607,0.19062035960790588,106.60313492464985,16,2,4,2
2009,2000,6.873163834212518,7.271008538280992,2004.2,11.92083624664591,5.106248458299202,155.81999983852847,0.1699999998238342,5.0550986497731145,0.1570037486590957,0.7169943115871698,11,1,26,3
2000,2000,7.313886831633462,7.1316985104669115,1631.8,11.899927847712558,5.968707559985366,98.16999993455333,0.25999999982666666,4.596835548538089,0.2311117208258205,0.7660252477227446,20,1,19,0
1997,1990,10.846420215356705,11.056146009621324,1496.6,15.402065711683978,9.675280578706989,95.16999999814661,0.3099999999939629,4.5661174587051185,0.2700271372084517,42.31658422937553,24,0,20,2
2018,2010,10.516860739315725,8.74369111054302,1387.4,15.605663971508402,9.467088897658039,162.19999999560815,0.3499999999905231,5.0949764425030954,0.3001045924433182,4.519244626986272,44,1,15,2
2019,2010,9.616272037895989,9.430920640887228,2084.7,14.762303941659418,8.62213321868121,171.75999998855391,0.3699999999753432,5.151903348026246,0.3148107398220359,5.980236961682623,32,2,2,3
2014,2010,1.6094379124341003,1.0986122886681098,1019.9,6.404963960244468,0.8415671856782186,150.95996226000943,0.3299999175000206,5.023617079964626,0.28517888020360077,0.001960976564407318,11,1,9,2
2005,2000,9.594854193331415,9.158520623246385,2184.6,14.381611534389515,8.034462515808498,119.91999999183551,0.20999999998570262,4.7951291698437375,0.1906203595968337,4.345875673191488,13,4,2,3
2016,2010,9.807141836749443,9.127610724377186,912.4,14.83915771234835,8.757421955708256,153.24999999156205,0.349999999980729,5.038574662730794,0.30010459243606324,10.088776841200376,2,2,24,1
1998,1990,11.811399098500209,11.036259692850942,1260.8,16.404489358824755,10.573542907312554,98.79999999926693,0.2899999999978483,4.603168183310073,0.25464221837191275,49.24175122997957,19,2,12,2
1999,1990,9.18204377282107,8.476579508530941,1484.3,13.846606624611129,7.872988544369307,106.12999998908127,0.26999999997222224,4.674043050172546,0.23901690044862764,3.2338476027529155,8,2,20,2
2006,2000,9.733410722158611,8.610865667278873,1317.2,14.583113983238297,8.219493105820893,127.70999999243021,0.21999999998695985,4.857561811602474,0.19885085873447655,4.167931973756504,25,2,4,2
2005,2000,13.675430915127668,14.035652007476953,751.9,18.46225462853243,12.114787494418763,119.92000004587672,0.20999999999975844,4.795129170290655,0.19062035960845009,1657.4704060945999,2,1,27,1
2006,2000,9.985482200088756,9.972500423823082,1940.0,14.835198564398992,8.471517771390989,127.70999999411693,0.2199999999898655,4.857561811615578,0.1988508587368582,11.045360819048783,45,1,1,0
2014,2010,9.062652099076578,8.460411177317253,1019.9,14.07955184621021,7.954224789746703,150.9599999824994,0.32999999996174356,5.023617328204259,0.28517894220489814,4.630846156847881,40,2,9,2
