Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Fertilizer_Per_Ha,Pesticide_Per_Ha,Rainfall_Category,Decade,Production_Per_Rainfall,log_Area,log_Production,log_Fertilizer,log_Pesticide,log_Fertilizer_Per_Ha,log_Pesticide_Per_Ha,Crop_enc,Season_enc,State_enc,Rainfall_Category_enc
Onion,1997,Whole Year,Assam,7832.0,17943,2051.4,745371.44,2427.92,2.342608696,95.16999998784856,0.30999999996041877,Very High,1990,8.746709559936283,8.96610085736724,9.795011076200044,13.52163929190668,7.795201993095444,4.566117458598036,0.2700271371828455,31,4,2,3
Other  Rabi Pulses,1997,Rabi,Assam,108297.0,58272,2051.4,10306625.49,33572.07,0.520869565,95.16999999912122,0.3099999999971375,Very High,1990,28.405966643070116,11.592641965597878,10.972894143280692,16.148297594883598,10.42147953649275,4.566117458715253,0.27002713721087507,32,2,2,3
Potato,1997,Whole Year,Assam,75259.0,671871,2051.4,7162399.03,23330.29,7.561304348,95.16999999873545,0.3099999999958809,Very High,1990,327.5182800392326,11.228704064147427,13.417823125171918,15.784355682490624,10.057550657100213,4.566117458711242,0.27002713720991584,38,4,2,3
Rapeseed &Mustard,1997,Rabi,Assam,279292.0,154772,2051.4,26580219.64,86580.52,0.554782609,95.16999999965924,0.30999999999889005,Very High,1990,75.44701176004338,12.540016688962552,11.949714806320419,17.0956779121931,11.368841676859423,4.566117458720847,0.2700271372122129,40,2,2,3
Rice,1997,Autumn,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,95.1699999998433,0.30999999999948963,Very High,1990,194.16544789209055,13.316875328492321,12.894990896760083,17.8725384654029,12.145696011712174,4.566117458722761,0.2700271372126706,41,0,2,3
Rice,1997,Summer,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,95.16999999945608,0.3099999999982283,Very High,1990,102.18533679331904,12.07239838555774,12.253070728690757,16.628057496575355,10.901228124685142,4.566117458718734,0.27002713721170774,41,3,2,3
Rice,1997,Winter,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,95.17000001715394,0.3099999999998222,Very High,1990,803.0106264975087,14.371303046395841,14.314646320771514,18.92696724507055,13.200121341653604,4.566117458902761,0.27002713721292443,41,5,2,3
Sesamum,1997,Whole Year,Assam,15765.0,8257,2051.4,1500355.05,4887.15,0.487391304,95.16999999396322,0.30999999998033617,Very High,1990,4.025056057314489,9.665611001619853,9.018937706446035,14.221213004572094,8.494569187778291,4.566117458661618,0.2700271371980496,44,4,2,3
Small Millets,1997,Kharif,Assam,10490.0,5391,2051.4,998333.3,3251.9,0.473,95.16999999092755,0.309999999970448,Very High,1990,2.6279613909388897,9.258273025731485,8.592671652592143,13.813843469143576,8.087302185146246,4.566117458630052,0.27002713719050137,45,1,2,3
Sweet Potato,1997,Whole Year,Assam,9380.0,32618,2051.4,892694.6,2907.8,3.440434783,95.16999998985393,0.309999999966951,Very High,1990,15.900360721507088,9.14644164612595,10.392650219665859,13.702000928287825,7.97549590398316,4.566117458618889,0.27002713718783194,49,4,2,3
Tapioca,1997,Whole Year,Assam,2465.0,11728,2051.4,234594.05,764.15,4.41826087,95.16999996139148,0.3099999998742394,Very High,1990,5.7170712656151546,7.81035268372429,9.369819686521504,12.365616115234664,6.640071893037045,4.566117458322929,0.2700271371170597,50,4,2,3
Tobacco,1997,Whole Year,Assam,433.0,26,2051.4,41208.61,134.23,0.38,95.16999978020786,0.30999999928406463,Very High,1990,0.012674271223225958,6.073044534100405,3.295836866004329,10.626426760565684,4.906977032485268,4.566117456438936,0.2700271366665446,51,4,2,3
Turmeric,1997,Whole Year,Assam,10071.0,6974,2051.4,958457.07,3122.01,0.67,95.16999999055008,0.30999999996921856,Very High,1990,3.399629519645301,9.217514575724183,8.850087606689566,13.7730810950754,8.046552559327264,4.5661174586261275,0.27002713718956295,52,4,2,3
Wheat,1997,Rabi,Assam,84698.0,110054,2051.4,8060708.66,26256.38,1.25952381,95.16999999887636,0.30999999999634,Very High,1990,53.648240200034984,11.346859074195008,11.608735519816204,15.902512157753291,10.175702371363665,4.566117458712706,0.2700271372102663,54,2,2,3
Arecanut,1997,Whole Year,Karnataka,93100.0,133342,1266.7,8860327.0,28861.0,1.293571429,95.16999999897777,0.3099999999966703,Medium,1990,105.26722972663832,11.441440204346033,11.800680034794011,15.997094342212057,10.270281129996023,4.566117458713761,0.2700271372105184,0,4,12,2
Arhar/Tur,1997,Kharif,Karnataka,421810.0,98473,1266.7,40143657.7,130761.1,0.268235294,95.16999999977438,0.3099999999992651,Medium,1990,77.73979625977752,12.952312625397058,11.497547832925905,17.507975045659016,11.78113492066636,4.5661174587220446,0.27002713721249916,1,1,12,2
Bajra,1997,Kharif,Karnataka,301149.0,132056,1266.7,28660350.33,93356.19,0.404545455,95.16999999968397,0.3099999999989706,Medium,1990,104.25199328629351,12.615363758471867,11.790988926543687,17.171025238837665,11.444188167964194,4.566117458721104,0.27002713721227434,2,1,12,2
Bajra,1997,Summer,Karnataka,820.0,662,1266.7,78039.4,254.2,0.81,95.16999988393901,0.3099999996219512,Medium,1990,0.5226178254341061,6.710523109452428,6.4967749901858625,11.264981920300539,5.542047551470635,4.566117457517559,0.27002713692447333,2,3,12,2
Black Pepper,1997,Kharif,Karnataka,3825.0,924,1266.7,364025.25,1185.75,0.4375,95.16999997511896,0.30999999991895427,Medium,1990,0.7294544874639184,8.249575150000199,6.829793737512425,12.804981259403304,7.078973757431427,4.566117458465671,0.2700271371511932,5,1,12,2
Cardamom,1997,Whole Year,Karnataka,21230.0,1214,1266.7,2020459.1,6581.3,0.058571429,95.1699999955172,0.309999999985398,Medium,1990,0.9583958309320313,9.963217656743895,7.102499355774649,14.518835815718449,8.792139507316014,4.566117458677777,0.2700271372019136,6,4,12,2
Coriander,1997,Whole Year,Karnataka,17317.0,2853,1266.7,1648058.89,5368.27,0.121333333,95.16999999450424,0.30999999998209854,Medium,1990,2.2523091479811246,9.759501702007746,7.956476798036782,14.315109329810653,8.588447237852492,4.566117458667244,0.2700271371993949,10,4,12,2
Dry Chillies,1997,Kharif,Karnataka,186579.0,139206,1266.7,17756723.43,57839.49,1.078333333,95.16999999948992,0.3099999999983385,Medium,1990,109.89658158214526,12.136615380514952,11.84371731297441,16.69227484327028,10.965444328442683,4.566117458719086,0.27002713721179183,13,1,12,2
Dry Chillies,1997,Rabi,Karnataka,4565.0,7895,1266.7,434451.05,1415.15,1.869444444,95.16999997915224,0.309999999932092,Medium,1990,6.232730712692247,8.42639282708974,8.974111581113318,12.981840860865956,7.255697200846635,4.56611745850761,0.270027137161222,13,2,12,2
Garlic,1997,Whole Year,Karnataka,5061.0,3799,1266.7,481655.37,1568.91,1.585,95.1699999811954,0.3099999999387473,Medium,1990,2.999131599432279,8.529516941105069,8.242756345714477,13.084986213469435,7.358773571858458,4.566117458528855,0.2700271371663024,14,4,12,2
Ginger,1997,Kharif,Karnataka,3619.0,4745,1266.7,344420.23,1121.89,1.262307692,95.16999997370267,0.309999999914341,Medium,1990,3.7459540508834337,8.194229304819817,8.465057436995709,12.749620693073696,7.023660998026327,4.566117458450944,0.2700271371476716,15,1,12,2
Groundnut,1997,Kharif,Karnataka,847666.0,525562,1266.7,80672373.22,262776.46,0.709411765,95.16999999988772,0.3099999999996343,Medium,1990,414.9064495027185,13.650243148972404,13.172225347936438,18.20590674774324,12.479062793268895,4.566117458723223,0.270027137212781,17,1,12,2
Groundnut,1997,Rabi,Karnataka,192416.0,181071,1266.7,18312230.72,59648.96,1.133333333,95.16999999950538,0.3099999999983889,Medium,1990,142.94702759694715,12.167420170898799,12.106650021205724,16.723079794531856,10.996248756947464,4.566117458719247,0.2700271372118303,17,2,12,2
Horse-Gram,1997,Kharif,Karnataka,178872.0,80124,1266.7,17023248.24,55450.32,0.45,95.16999999946793,0.3099999999982669,Medium,1990,63.25412484151406,12.09443133580393,11.291343194222971,16.650090570057085,10.92326079772511,4.566117458718858,0.2700271372117372,19,1,12,2
Horse-Gram,1997,Rabi,Karnataka,163173.0,82572,1266.7,15529174.41,50583.63,0.514705882,95.16999999941675,0.30999999999810013,Medium,1990,65.18670556154834,12.002572395094873,11.32143802955998,16.558231097127944,10.83140305419197,4.566117458718326,0.27002713721160987,19,2,12,2
Jowar,1997,Kharif,Karnataka,389690.0,516093,1266.7,37086797.3,120803.9,1.228,95.16999999975577,0.30999999999920447,Medium,1990,407.43111991203034,12.873109396371893,13.154044198415297,17.42877162328089,11.701932126574107,4.566117458721851,0.2700271372124529,20,1,12,2
Jowar,1997,Rabi,Karnataka,1501172.0,722773,1266.7,142866539.2,465363.32,0.510714286,95.16999997329074,0.3099999999997935,Medium,1990,570.5952470430288,14.221757360469748,13.490851865830209,18.777421467127596,13.050575861677192,4.56611745844666,0.2700271372129025,20,2,12,2
Jowar,1997,Summer,Karnataka,6137.0,15135,1266.7,584058.29,1902.47,2.470909091,95.16999998449242,0.3099999999494867,Medium,1990,11.948369770309961,8.722254235179681,9.62483129129166,13.277757780629758,7.551433815257063,4.566117458563139,0.2700271371745004,20,3,12,2
Maize,1997,Kharif,Karnataka,502797.0,1391132,1266.7,47851190.49,155867.07,2.687777778,95.16999999981073,0.30999999999938344,Medium,1990,1098.2332035223546,13.127943777965577,14.145629081000497,17.68360657607569,11.956765223293138,4.566117458722422,0.27002713721258953,24,1,12,2
Maize,1997,Rabi,Karnataka,48844.0,98932,1266.7,4648483.48,15141.64,1.98,95.16999999805157,0.30999999999365324,Medium,1990,78.10215514478395,10.796407298087043,11.50219813232934,15.352051806161064,9.625269884313436,4.56611745870413,0.27002713720821536,24,2,12,2
Maize,1997,Summer,Karnataka,9730.0,20893,1266.7,926004.1,3016.3,2.165714286,95.1699999902189,0.30999999996813976,Medium,1990,16.49403961751477,9.18307194482199,9.947217315397454,13.738635021172545,8.012117670741928,4.566117458622684,0.2700271371887394,24,3,12,2
Ragi,1997,Kharif,Karnataka,897921.0,1214282,1266.7,85455141.57,278355.51,1.191333333,95.169999999894,0.3099999999996548,Medium,1990,958.6184566522313,13.70783848382362,14.009664337108616,18.26350214792682,12.536657981159252,4.566117458723288,0.27002713721279664,39,1,12,2
Ragi,1997,Rabi,Karnataka,27104.0,33696,1266.7,2579487.68,8402.24,1.312222222,95.16999999648871,0.30999999998856254,Medium,1990,26.6014052051777,10.207473491694438,10.425164091606355,14.763101751209838,9.036372624748488,4.566117458687879,0.2700271372043293,39,2,12,2
Ragi,1997,Summer,Karnataka,13521.0,25035,1266.7,1286793.57,4191.51,1.847777778,95.16999999296132,0.3099999999770727,Medium,1990,19.76395356456623,9.512073267650623,10.128070068044591,14.067664854568132,8.341054878906206,4.566117458651201,0.2700271371955585,39,3,12,2
Rice,1997,Kharif,Karnataka,1031530.0,2340493,1266.7,98170710.1,319774.3,2.2335,95.16999999990773,0.30999999999969946,Medium,1990,1847.7090061990136,13.846554664362259,14.66587257616418,18.402218471199564,12.675373840626797,4.566117458723431,0.2700271372128308,41,1,12,2
Rice,1997,Rabi,Karnataka,53889.0,109350,1266.7,5128616.13,16705.59,2.073846154,95.16999999823396,0.30999999999424743,Medium,1990,86.32667554564878,10.894700210927542,11.602318171010516,15.450346615505552,9.723558531344933,4.566117458706027,0.27002713720866894,41,2,12,2
Rice,1997,Summer,Karnataka,268044.0,762759,1266.7,25509747.48,83093.64,2.829444444,95.16999999964494,0.3099999999988435,Medium,1990,602.1623110427391,12.498910155845374,13.544698712948563,17.05457123040651,11.327735478161602,4.566117458720698,0.27002713721217736,41,3,12,2
Turmeric,1997,Whole Year,Karnataka,4342.0,24108,1266.7,413228.14,1346.02,4.452941176,95.16999997808152,0.3099999999286043,Medium,1990,19.03213071837678,8.376320632534823,10.0903404937493,12.931757536490283,7.205650024110084,4.5661174584964765,0.27002713715855964,52,4,12,2
Wheat,1997,Rabi,Karnataka,250698.0,118512,1266.7,23858928.66,77716.38,0.548333333,95.16999999962037,0.3099999999987635,Medium,1990,93.55964309342413,12.432008295307156,11.682777938181559,16.9876691144493,11.260834192166595,4.566117458720443,0.2700271372121163,54,2,12,2
Arecanut,1997,Whole Year,Kerala,76145.0,93995,3252.4,7246719.65,23604.95,1.147857143,95.16999999875016,0.30999999999592887,Very High,1990,28.900196768878306,11.240407829038219,11.45100750715524,15.796059600363504,10.069254077881205,4.566117458711394,0.2700271372099524,0,4,13,3
Black Pepper,1997,Whole Year,Kerala,173855.0,55520,3252.4,16545780.35,53895.05,0.240714286,95.16999999945259,0.3099999999982169,Very High,1990,17.070471031524267,12.06598264935125,10.924516606545858,16.621641723970708,10.894812470352697,4.566117458718698,0.270027137211699,5,4,13,3
Cashewnut,1997,Whole Year,Kerala,96073.0,74142,3252.4,9143267.41,29782.63,0.589285714,95.1699999990094,0.3099999999967733,Very High,1990,22.796089034929256,11.472874006843877,11.21375093987313,16.02852847360071,10.301714192698059,4.56611745871409,0.27002713721059707,7,4,13,3
Arecanut,1997,Whole Year,Meghalaya,9569.0,12116,3818.2,910681.73,2966.39,1.245714286,95.16999999005434,0.3099999999676037,Very High,1990,3.173222983821376,9.166388484447,9.402364704231523,13.721949849941382,7.995438057557521,4.5661174586209725,0.27002713718833016,0,4,17,3
Arhar/Tur,1997,Kharif,Meghalaya,865.0,683,3818.2,82322.05,268.15,0.806666667,95.16999988997688,0.30999999964161845,Very High,1990,0.17888010052410036,6.763884908562435,6.52795791762255,11.318406420356077,5.5952688450069665,4.566117457580342,0.27002713693948643,1,1,17,3
Castor Seed,1997,Rabi,Meghalaya,30.0,15,3818.2,2855.1,9.3,0.49,95.16999682766676,0.30999998966666703,Very High,1990,0.003928552720148617,3.4339872044851463,2.772588722239781,7.957212336852101,2.33214389523559,4.566117425737666,0.2700271293250197,8,2,17,3
Cotton(Lint),1997,Kharif,Meghalaya,7544.0,5590,3818.2,717962.48,2338.64,0.796666667,95.16999998738467,0.3099999999589077,Very High,1990,1.4640406470420513,8.928640371201949,8.628913441026645,13.48417398322702,7.7577523503623675,4.566117458593213,0.270027137181692,11,1,17,3
Dry Chillies,1997,Whole Year,Meghalaya,1766.0,1106,3818.2,168070.22,547.46,0.64,95.16999994610985,0.3099999998244621,Very High,1990,0.28966528723229135,7.4770384723196965,7.009408932708637,12.032143097124495,6.307114350893783,4.566117458164027,0.2700271370790618,13,4,17,3
Ginger,1997,Kharif,Meghalaya,7357.0,45260,3818.2,700165.69,2280.67,6.054285714,95.169999987064,0.30999999995786326,Very High,1990,11.853753074261759,8.90354343566472,10.720201013508184,13.459073714248863,7.732662909973753,4.566117458589878,0.2700271371808947,15,1,17,3
Gram,1997,Rabi,Meghalaya,443.0,270,3818.2,42160.31,137.33,0.613333333,95.1699997851693,0.30999999930022576,Very High,1990,0.0707139489626751,6.095824562432225,5.602118820879701,10.649258254838777,4.929642134886724,4.5661174564905265,0.27002713667888134,16,2,17,3
Linseed,1997,Kharif,Meghalaya,50.0,22,3818.2,4758.5,15.5,0.44,95.16999809660004,0.30999999380000015,Very High,1990,0.005761877322884638,3.9318256327243257,3.1354942159291497,8.46789789969136,2.803360380906535,4.5661174389323556,0.27002713248023585,23,1,17,3
Maize,1997,Kharif,Meghalaya,17175.0,24878,3818.2,1634544.75,5324.25,1.444285714,95.1699999944588,0.3099999999819505,Very High,1990,6.515635638123819,9.751268339558617,10.121779353119313,14.306875494965757,8.580214937832395,4.566117458666771,0.27002713719928195,24,1,17,3
Mesta,1997,Kharif,Meghalaya,4688.0,21558,3818.2,446156.96,1453.28,4.68,95.16999997969923,0.30999999993387367,Very High,1990,5.646115969397592,8.452974619089586,9.978548641758007,13.008428338702256,7.2822662117683965,4.566117458513298,0.2700271371625821,26,1,17,3
Mesta,1997,Whole Year,Meghalaya,861.0,713,3818.2,81941.37,266.91,0.7525,95.16999988946573,0.30999999963995356,Very High,1990,0.18673720596439758,6.759255270663693,6.570882962339584,11.313771474285218,5.59065110321487,4.566117457575027,0.27002713693821556,26,4,17,3
Other  Rabi Pulses,1997,Rabi,Meghalaya,1909.0,1511,3818.2,181679.53,591.79,0.777142857,95.16999995014666,0.3099999998376113,Very High,1990,0.395736210676304,7.554858521040676,7.321188556739478,12.11000509399227,6.384840204743776,4.566117458206003,0.2700271370890993,32,2,17,3
Rapeseed &Mustard,1997,Rabi,Meghalaya,6914.0,4467,3818.2,658005.38,2143.34,0.608571429,95.16999998623517,0.3099999999551634,Very High,1990,1.169923000060258,8.841448244098858,8.404696160189092,13.39696990630908,7.670587091707435,4.56611745858126,0.27002713717883375,40,2,17,3
Rice,1997,Kharif,Meghalaya,105170.0,150101,3818.2,10009028.9,32602.7,1.378571429,95.1699999990951,0.3099999999970524,Very High,1990,39.3119794564685,11.563342875883817,11.91907034198315,16.118998233508112,10.392181057847024,4.566117458714981,0.2700271372108101,41,1,17,3
Sesamum,1997,Kharif,Meghalaya,1326.0,688,3818.2,126195.42,411.06,0.575714286,95.16999992822774,0.3099999997662142,Very High,1990,0.1801896180974832,7.190676034332207,6.535241271013659,11.745594861016516,6.021168969814313,4.566117457978084,0.2700271370345977,44,1,17,3
Small Millets,1997,Kharif,Meghalaya,2804.0,2237,3818.2,266856.68,869.24,0.861428571,95.16999996605921,0.30999999988944366,Very High,1990,0.585878162331497,7.9391588179567965,7.71333788887187,12.494470761561551,6.768769035674651,4.566117458371465,0.27002713712866605,45,1,17,3
Soyabean,1997,Kharif,Meghalaya,898.0,814,3818.2,85462.66,278.38,0.921428571,95.16999989402005,0.3099999996547884,Very High,1990,0.2131894609467316,6.80128303447162,6.703188113240863,11.355846535334557,5.632572862299405,4.566117457622384,0.2700271369495399,46,1,17,3
Sugarcane,1997,Whole Year,Meghalaya,82.0,225,3818.2,7803.94,25.42,2.352,95.16999883939026,0.3099999962195123,Very High,1990,0.05892829080222925,4.418840607796598,5.420534999272286,8.9625121455401,3.2741212990941793,4.566117446656077,0.27002713432719166,47,4,17,3
Sweet Potato,1997,Whole Year,Meghalaya,5212.0,16978,3818.2,496026.04,1615.72,3.221428571,95.1699999817402,0.30999999994052185,Very High,1990,4.446597872178881,8.558910784768106,9.739732565316011,13.114385720350146,7.388154684409993,4.566117458534521,0.270027137167657,49,4,17,3
Tapioca,1997,Whole Year,Meghalaya,3959.0,21087,3818.2,376778.03,1227.29,6.537142857,95.1699999759611,0.3099999999216974,Very High,1990,5.522759413984925,8.283999304248526,9.956459437302234,12.839414167269425,7.113378237178358,4.5661174584744275,0.27002713715328724,50,4,17,3
Tobacco,1997,Rabi,Meghalaya,742.0,505,3818.2,70616.14,230.02,0.618,95.16999987173854,0.30999999958221025,Very High,1990,0.13226127491167008,6.610696044717759,6.226536669287466,11.165028170219927,5.442504286860534,4.566117457390695,0.2700271368941367,51,2,17,3
Turmeric,1997,Whole Year,Meghalaya,1401.0,7126,3818.2,133333.17,434.31,5.425714286,95.16999993206996,0.30999999977872944,Very High,1990,1.8663244455852694,7.2456550675945355,8.871645667501872,11.800613812402322,6.076058420956916,4.566117458018037,0.2700271370441513,52,4,17,3
Wheat,1997,Rabi,Meghalaya,4287.0,6894,3818.2,407993.79,1328.97,1.385,95.16999997780032,0.30999999992768834,Very High,1990,1.8055628301803042,8.363575702750637,8.838551790227402,12.919009683696924,7.192911664570423,4.566117458493553,0.2700271371578604,54,2,17,3
Arecanut,1997,Whole Year,West Bengal,8058.0,12423,1852.9,766879.86,2497.98,1.691764706,95.16999998818937,0.3099999999615289,High,1990,6.704625178528454,8.994544758324512,9.427385364828522,13.55008673581991,7.823637927601646,4.566117458601581,0.2700271371836929,0,4,29,0
Arhar/Tur,1997,Whole Year,West Bengal,3630.0,2181,1852.9,345467.1,1125.3,0.777692308,95.16999997378237,0.30999999991460053,High,1990,1.1770737756073864,8.197263371414335,7.687997166393016,12.752655587970605,7.026693203053651,4.566117458451773,0.27002713714786974,1,4,29,0
Bajra,1997,Kharif,West Bengal,207.0,95,1852.9,19700.19,64.17,0.426666667,95.16999954024155,0.3099999985024155,High,1990,0.051270980597295596,5.337538079701318,4.564348191467836,9.888434318993076,4.176999240344289,4.566117453943706,0.2700271360698659,2,1,29,0
Barley,1997,Whole Year,West Bengal,6116.0,5034,1852.9,582059.72,1895.96,1.68,95.16999998443917,0.30999999994931327,High,1990,2.7168222771240633,8.718827059242566,8.524168805152662,13.274330051168496,7.548007883787558,4.5661174585625846,0.270027137174368,4,4,29,0
Cardamom,1997,Whole Year,West Bengal,2674.0,7,1852.9,254484.58,828.94,0.0,95.16999996440913,0.30999999988406884,High,1990,0.0037778617282217806,7.891704659330107,2.0794415416798357,12.44699945324959,6.72135340902103,4.566117458354308,0.2700271371245631,6,4,29,0
Castor Seed,1997,Whole Year,West Bengal,660.0,46,1852.9,62812.2,204.6,0.07,95.16999985580303,0.30999999953030305,High,1990,0.02482594849974313,6.493753839851686,3.8501476017100584,11.047920521452042,5.32593253358101,4.566117457224994,0.27002713685451285,8,4,29,0
Cotton(Lint),1997,Kharif,West Bengal,26000.0,52000,1852.9,2474420.0,8060.0,2.0,95.16999999633961,0.3099999999880769,High,1990,28.0641156953618,10.165890277802454,10.859018228147887,14.7215169872229,8.9947928972836,4.566117458686329,0.2700271372039586,11,1,29,0
Dry Chillies,1997,Whole Year,West Bengal,64034.0,55569,1852.9,6094115.78,19850.54,0.942777778,95.16999999851376,0.3099999999951588,High,1990,29.990285482222305,11.067185087860173,10.925398766273966,15.622834401455439,9.896036864969998,4.566117458708936,0.2700271372093646,13,4,29,0
Gram,1997,Rabi,West Bengal,25485.0,16994,1852.9,2425407.45,7900.35,0.5975,95.16999999626566,0.309999999987836,High,1990,9.171568887057278,10.145884560772224,9.740674462130217,14.701510501160168,8.9747889099317,4.56611745868556,0.2700271372037747,16,2,29,0
Groundnut,1997,Whole Year,West Bengal,29615.0,38672,1852.9,2818459.55,9180.65,1.13,95.16999999678642,0.3099999999895323,High,1990,20.87106696482753,10.296070034813278,10.562896961111214,14.851701389598999,9.124962206025588,4.566117458690975,0.27002713720506955,17,4,29,0
Horse-Gram,1997,Kharif,West Bengal,5645.0,2556,1852.9,537234.65,1749.95,0.438888889,95.16999998314083,0.30999999994508415,High,1990,1.3794592253335531,8.638702608813434,7.846589975291186,13.194192104050316,7.467913776766782,4.566117458549084,0.2700271371711397,19,1,29,0
Jowar,1997,Whole Year,West Bengal,948.0,450,1852.9,90221.16,293.88,0.482,95.1699998996097,0.3099999996729958,High,1990,0.2428625396714002,6.855408798609928,6.111467339502679,11.410030352152186,5.686568493921513,4.566117457680507,0.2700271369634386,20,4,29,0
Khesari,1997,Rabi,West Bengal,25261.0,28460,1852.9,2404089.37,7830.91,1.095882353,95.16999999623253,0.3099999999877281,High,1990,15.359706397884555,10.13705656933392,10.256290008060986,14.692682165444834,8.96596169282665,4.566117458685215,0.2700271372036923,22,2,29,0
Linseed,1997,Whole Year,West Bengal,16486.0,4210,1852.9,1568972.62,5110.66,0.251538462,95.16999999422723,0.30999999998119615,High,1990,2.2721139822590994,9.710327470561179,8.345455428161928,14.265932218316975,8.539279483673328,4.566117458664364,0.2700271371987061,23,4,29,0
Maize,1997,Whole Year,West Bengal,35469.0,130390,1852.9,3375584.73,10995.39,2.658461538,95.16999999731681,0.30999999999125993,High,1990,70.3707701061197,10.476442547767668,11.778292907687902,15.032079416860402,9.305322316098888,4.56611745869649,0.2700271372063884,24,4,29,0
Masoor,1997,Rabi,West Bengal,51202.0,35040,1852.9,4872894.34,15872.62,0.662352941,95.16999999814128,0.30999999999394556,High,1990,18.91089642241303,10.843553403061053,10.464274083455889,15.399198844065754,9.672413890848478,4.566117458705063,0.27002713720843846,25,2,29,0
Moong(Green Gram),1997,Kharif,West Bengal,1490.0,711,1852.9,141803.3,461.9,0.548888889,95.1699999361275,0.30999999979194626,High,1990,0.3837228126808123,7.307202314764738,6.568077911411976,11.862203217020953,6.137511048037225,4.566117458060228,0.27002713705424053,27,1,29,0
Moong(Green Gram),1997,Rabi,West Bengal,3269.0,1710,1852.9,311110.73,1013.39,0.542857143,95.16999997088712,0.3099999999051698,High,1990,0.9228776507513207,8.0925452638913,7.444833273892193,12.647907387092948,6.922042725590207,4.566117458421667,0.2700271371406707,27,2,29,0
Moong(Green Gram),1997,Summer,West Bengal,9959.0,303,1852.9,947798.03,3087.29,0.046,95.16999999044381,0.30999999996887234,High,1990,0.16352744337874278,9.206332350578643,5.717027701406222,13.761897765092439,8.035372818652316,4.566117458625023,0.2700271371892986,27,3,29,0
